ID,Case,choice,SP,av_walk,av_bus,av_mc,time_walk,cost_walk,Attwalk_shade,Attwalk_pavement,time_bus,cost_bus,Attbus_air,time_mc,cost_mc,Attmc_helmet,male,income
61,2,2,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
61,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,2
62,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,2
62,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,2
63,2,2,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,1
63,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,1
64,2,2,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,1
64,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,1
68,2,2,1,1,1,1,10,0,0,1,25,5,1,8,15,1,1,2
68,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,1,2
70,2,2,1,1,1,1,10,0,0,1,25,5,1,8,15,1,1,2
70,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,1,2
75,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,2
76,2,2,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
76,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,2
78,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,2
80,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,2
80,2,2,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
81,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,2
81,2,2,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
81,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,2
82,1,2,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,1
84,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,1,2
85,4,2,1,1,1,1,10,0,0,0,50,0,1,13,15,0,1,3
92,4,2,1,1,1,1,10,0,0,1,50,5,0,13,10,0,0,2
93,2,2,1,1,1,1,10,0,1,0,25,5,0,8,10,1,0,2
98,1,2,1,1,1,1,10,0,1,1,15,5,0,3,15,1,0,2
99,4,2,1,1,1,1,10,0,0,1,50,5,0,13,10,0,0,2
100,4,2,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,3
103,4,2,1,1,1,1,10,0,0,1,50,5,0,13,10,0,0,2
104,2,2,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,3
104,3,2,1,1,1,1,10,0,0,1,50,5,0,13,10,1,1,3
112,4,2,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,1
