ID,Case,choice,SP,av_walk,av_bus,av_mc,time_walk,cost_walk,Attwalk_shade,Attwalk_pavement,time_bus,cost_bus,Attbus_air,time_mc,cost_mc,Attmc_helmet,male,income
1,4,3,1,1,1,1,10,0,1,0,50,0,1,13,15,0,1,1
2,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,0,3
4,1,3,1,1,1,1,10,0,0,0,15,0,1,3,10,1,0,3
4,3,3,1,1,1,1,10,0,0,0,50,0,1,13,10,1,0,3
4,4,3,1,1,1,1,10,0,1,0,50,0,1,13,15,0,0,3
6,1,3,1,1,1,1,10,0,0,0,15,0,1,3,10,1,0,2
6,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,0,2
6,3,3,1,1,1,1,10,0,0,0,50,0,1,13,10,1,0,2
7,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,0,2
12,1,3,1,1,1,1,10,0,0,0,15,0,1,3,10,1,1,1
14,4,3,1,1,1,1,10,0,1,0,50,0,1,13,15,0,0,2
15,1,3,1,1,1,1,10,0,0,0,15,0,1,3,10,1,1,2
15,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,1,2
16,1,3,1,1,1,1,10,0,0,0,15,0,1,3,10,1,0,2
16,3,3,1,1,1,1,10,0,0,0,50,0,1,13,10,1,0,2
17,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,0,1
18,1,3,1,1,1,1,10,0,0,0,15,0,1,3,10,1,0,2
18,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,0,2
18,3,3,1,1,1,1,10,0,0,0,50,0,1,13,10,1,0,2
18,4,3,1,1,1,1,10,0,1,0,50,0,1,13,15,0,0,2
21,1,3,1,1,1,1,10,0,0,0,15,0,1,3,10,1,0,1
21,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,0,1
21,3,3,1,1,1,1,10,0,0,0,50,0,1,13,10,1,0,1
21,4,3,1,1,1,1,10,0,1,0,50,0,1,13,15,0,0,1
22,1,3,1,1,1,1,10,0,0,0,15,0,1,3,10,1,0,2
22,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,0,2
22,4,3,1,1,1,1,10,0,1,0,50,0,1,13,15,0,0,2
23,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,0,3
23,4,3,1,1,1,1,10,0,1,0,50,0,1,13,15,0,0,3
24,1,3,1,1,1,1,10,0,0,0,15,0,1,3,10,1,1,1
24,2,3,1,1,1,1,10,0,1,0,25,0,1,8,15,0,1,1
24,4,3,1,1,1,1,10,0,1,0,50,0,1,13,15,0,1,1
25,3,3,1,1,1,1,10,0,0,0,50,0,1,13,10,1,1,3
26,3,3,1,1,1,1,10,0,0,0,50,0,1,13,10,1,0,1
26,4,3,1,1,1,1,10,0,1,0,50,0,1,13,15,0,0,1
27,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,1,4
27,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,4
27,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,1,4
28,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,1,1
28,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,1
28,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,1,1
29,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,1,1
29,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,1
30,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,0,2
33,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,1,2
33,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,2
34,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,0,2
34,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,0,2
35,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,1,3
35,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,3
36,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,0,1
37,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,0,2
38,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,0,2
38,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,0,2
38,3,3,1,1,1,1,10,0,1,1,50,0,0,13,10,1,0,2
38,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,0,2
39,3,3,1,1,1,1,10,0,1,1,50,0,0,13,10,1,1,2
39,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,1,2
42,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,1,1
42,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,1
42,3,3,1,1,1,1,10,0,1,1,50,0,0,13,10,1,1,1
42,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,1,1
43,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,1
44,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,1,3
44,3,3,1,1,1,1,10,0,1,1,50,0,0,13,10,1,1,3
45,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,2
47,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,1,2
47,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,2
47,3,3,1,1,1,1,10,0,1,1,50,0,0,13,10,1,1,2
47,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,1,2
49,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,0,3
49,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,0,3
49,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,0,3
50,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,0,2
51,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,0,3
51,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,0,3
51,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,0,3
52,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,0,4
53,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,0,3
53,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,0,3
53,3,3,1,1,1,1,10,0,1,1,50,0,0,13,10,1,0,3
53,4,3,1,1,1,1,10,0,1,0,50,0,0,13,15,1,0,3
55,1,3,1,1,1,1,10,0,1,1,15,0,0,3,10,1,0,3
55,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,0,3
57,2,3,1,1,1,1,10,0,1,1,25,0,0,8,10,0,1,2
58,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,2
58,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
59,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,3
62,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
63,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,1
63,3,3,1,1,1,1,10,0,1,1,50,5,1,13,15,0,0,1
64,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,1
64,3,3,1,1,1,1,10,0,1,1,50,5,1,13,15,0,0,1
65,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,1,3
66,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,1,1
66,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,1,1
66,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,1,1
67,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,2
67,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
67,3,3,1,1,1,1,10,0,1,1,50,5,1,13,15,0,0,2
67,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,2
68,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,1,2
70,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,1,2
72,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,1,1
72,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,1,1
72,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,1,1
73,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,2
73,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
73,3,3,1,1,1,1,10,0,1,1,50,5,1,13,15,0,0,2
73,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,2
74,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,3
74,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,3
74,3,3,1,1,1,1,10,0,1,1,50,5,1,13,15,0,0,3
74,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,3
75,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
77,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,1,4
77,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,1,4
77,3,3,1,1,1,1,10,0,1,1,50,5,1,13,15,0,1,4
77,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,1,4
78,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,2
78,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,2
80,3,3,1,1,1,1,10,0,1,1,50,5,1,13,15,0,0,2
80,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,2
81,3,3,1,1,1,1,10,0,1,1,50,5,1,13,15,0,0,2
83,1,3,1,1,1,1,10,0,0,1,15,5,1,3,10,0,0,3
83,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,0,3
83,3,3,1,1,1,1,10,0,1,1,50,5,1,13,15,0,0,3
83,4,3,1,1,1,1,10,0,0,0,50,0,1,13,15,0,0,3
85,2,3,1,1,1,1,10,0,0,1,25,5,1,8,15,1,1,3
87,1,3,1,1,1,1,10,0,1,1,15,5,0,3,15,1,1,1
87,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,1
87,3,3,1,1,1,1,10,0,0,1,50,5,0,13,10,1,1,1
87,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,1
88,1,3,1,1,1,1,10,0,1,1,15,5,0,3,15,1,1,3
88,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,3
88,3,3,1,1,1,1,10,0,0,1,50,5,0,13,10,1,1,3
88,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,3
89,1,3,1,1,1,1,10,0,1,1,15,5,0,3,15,1,1,2
89,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,2
89,3,3,1,1,1,1,10,0,0,1,50,5,0,13,10,1,1,2
89,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,2
91,1,3,1,1,1,1,10,0,1,1,15,5,0,3,15,1,0,3
91,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,0,3
91,3,3,1,1,1,1,10,0,0,1,50,5,0,13,10,1,0,3
91,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,0,3
93,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,0,2
94,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,0,3
94,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,0,3
95,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,2
95,3,3,1,1,1,1,10,0,0,1,50,5,0,13,10,1,1,2
95,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,2
96,1,3,1,1,1,1,10,0,1,1,15,5,0,3,15,1,1,2
96,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,2
98,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,0,2
98,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,0,2
99,1,3,1,1,1,1,10,0,1,1,15,5,0,3,15,1,0,2
100,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,3
102,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,3
