ID,Case,choice,SP,av_walk,av_bus,av_mc,time_walk,cost_walk,Attwalk_shade,Attwalk_pavement,time_bus,cost_bus,Attbus_air,time_mc,cost_mc,Attmc_helmet,male,income
102,3,3,1,1,1,1,10,0,0,1,50,5,0,13,10,1,1,3
102,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,3
103,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,0,2
105,1,3,1,1,1,1,10,0,1,1,15,5,0,3,15,1,1,1
105,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,1
105,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,1
106,1,3,1,1,1,1,10,0,1,1,15,5,0,3,15,1,1,2
106,3,3,1,1,1,1,10,0,0,1,50,5,0,13,10,1,1,2
106,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,2
108,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,2
110,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,2
110,3,3,1,1,1,1,10,0,0,1,50,5,0,13,10,1,1,2
110,4,3,1,1,1,1,10,0,0,1,50,5,0,13,10,0,1,2
111,2,3,1,1,1,1,10,0,1,0,25,5,0,8,10,1,1,3
112,1,3,1,1,1,1,10,0,1,1,15,5,0,3,15,1,1,1
112,3,3,1,1,1,1,10,0,0,1,50,5,0,13,10,1,1,1
